id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000004269,MAG,3002846,283,16936,44.21,82.86,3.14,0,37.44,11.25,13,GUT_GENOME262105,MGYG000004269,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004269/genome/MGYG000004269.fna,MGYG000004269.fna.gz
MGYG000004270,MAG,1411320,197,9325,47.98,74.18,0.79,0,0,0,14,GUT_GENOME262121,MGYG000004270,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp900554935,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004270/genome/MGYG000004270.fna,MGYG000004270.fna.gz
MGYG000004271,MAG,3205451,55,110456,41.27,99.28,0,0,25.31,9.33,17,GUT_GENOME262194,MGYG000004271,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900542495,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004271/genome/MGYG000004271.fna,MGYG000004271.fna.gz
MGYG000004272,MAG,1866208,121,30458,48.28,97.88,1.1,0,0,0,12,GUT_GENOME262211,MGYG000004272,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__UMGS915;s__UMGS915 sp900546795,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004272/genome/MGYG000004272.fna,MGYG000004272.fna.gz
MGYG000004274,MAG,2136381,156,22790,59.87,97.58,0.81,0,99.61,10.39,19,GUT_GENOME262313,MGYG000004274,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900554155,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004274/genome/MGYG000004274.fna,MGYG000004274.fna.gz
MGYG000004275,MAG,2279760,296,11716,53.48,96.76,0,0,0,0,20,GUT_GENOME262355,MGYG000004275,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004275/genome/MGYG000004275.fna,MGYG000004275.fna.gz
MGYG000004276,MAG,1949954,49,64354,59.56,97.32,0,89.92,0,0,15,GUT_GENOME262636,MGYG000004276,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900550165,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004276/genome/MGYG000004276.fna,MGYG000004276.fna.gz
MGYG000004277,MAG,1855514,117,24052,38.77,96.91,0.3,0,0,0,16,GUT_GENOME262768,MGYG000004277,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900545205,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004277/genome/MGYG000004277.fna,MGYG000004277.fna.gz
MGYG000004278,MAG,1748317,161,15682,44.91,95.99,0.12,0,0,0,18,GUT_GENOME262835,MGYG000004278,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900548955,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004278/genome/MGYG000004278.fna,MGYG000004278.fna.gz
MGYG000004279,MAG,1699873,235,9899,49.98,89.02,0,0,0,0,15,GUT_GENOME262938,MGYG000004279,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp900552285,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004279/genome/MGYG000004279.fna,MGYG000004279.fna.gz
MGYG000004280,MAG,1865070,371,6239,59.84,80.03,1.01,94.12,0,10.94,15,GUT_GENOME263030,MGYG000004280,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900553215,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004280/genome/MGYG000004280.fna,MGYG000004280.fna.gz
MGYG000004281,MAG,4813571,121,76162,46.95,98.01,1.28,0,0,0,19,GUT_GENOME263189,MGYG000004281,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900552465,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004281/genome/MGYG000004281.fna,MGYG000004281.fna.gz
MGYG000004282,MAG,2340138,25,166396,50.18,97.32,0,0,70.52,0,18,GUT_GENOME263370,MGYG000004282,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp000434695,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004282/genome/MGYG000004282.fna,MGYG000004282.fna.gz
MGYG000004283,MAG,1610769,14,366285,29.68,100,0,0,0,0,19,GUT_GENOME263468,MGYG000004283,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A woesei,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004283/genome/MGYG000004283.fna,MGYG000004283.fna.gz
MGYG000004284,MAG,1988853,83,39683,60.14,100,0.81,0,0,0,20,GUT_GENOME263475,MGYG000004284,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541475,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004284/genome/MGYG000004284.fna,MGYG000004284.fna.gz
MGYG000004285,MAG,2345577,51,63471,40.54,93.62,0.89,0,0,0,17,GUT_GENOME263827,MGYG000004285,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670 sp900546215,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004285/genome/MGYG000004285.fna,MGYG000004285.fna.gz
MGYG000004286,MAG,2166768,85,38004,60.21,100,0.81,94.12,99.61,99.45,18,GUT_GENOME263846,MGYG000004286,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004286/genome/MGYG000004286.fna,MGYG000004286.fna.gz
MGYG000004287,MAG,2159846,25,211893,38.7,88.86,2.17,0,0,0,18,GUT_GENOME263852,MGYG000004287,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus caviae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004287/genome/MGYG000004287.fna,MGYG000004287.fna.gz
MGYG000004288,MAG,2108901,30,93346,38.53,97.84,2.56,0,0,0,20,GUT_GENOME263866,MGYG000004288,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus pleomorphus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004288/genome/MGYG000004288.fna,MGYG000004288.fna.gz
MGYG000004289,MAG,1684653,14,174746,45.36,100,0,0,0,0,20,GUT_GENOME263950,MGYG000004289,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004289/genome/MGYG000004289.fna,MGYG000004289.fna.gz
MGYG000004290,MAG,3325933,312,15603,57.9,96.47,0.48,0,0,0,16,GUT_GENOME264037,MGYG000004290,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900549305,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004290/genome/MGYG000004290.fna,MGYG000004290.fna.gz
MGYG000004291,MAG,1823678,43,67764,48.24,63.05,0,0,0,0,15,GUT_GENOME264227,MGYG000004291,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004291/genome/MGYG000004291.fna,MGYG000004291.fna.gz
MGYG000004292,MAG,2231746,152,24508,55.44,96.64,1.34,92.44,0,8.31,17,GUT_GENOME264398,MGYG000004292,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1474;s__UMGS1474 sp900552115,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004292/genome/MGYG000004292.fna,MGYG000004292.fna.gz
MGYG000004293,MAG,605606,109,6629,43.47,57.64,0,0,0,0,20,GUT_GENOME264490,MGYG000004293,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__TM7x sp900557595,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004293/genome/MGYG000004293.fna,MGYG000004293.fna.gz
MGYG000004294,MAG,2151848,53,74616,59.98,99.19,0.81,0,0,0,20,GUT_GENOME264670,MGYG000004294,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004294/genome/MGYG000004294.fna,MGYG000004294.fna.gz
MGYG000004295,MAG,4142275,211,32421,40.19,98.49,2.16,94.96,0,0,17,GUT_GENOME264766,MGYG000004295,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004295/genome/MGYG000004295.fna,MGYG000004295.fna.gz
MGYG000004296,MAG,2845901,149,31530,45.95,99.35,0.79,0,0,5.33,17,GUT_GENOME264873,MGYG000004296,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A faecicola,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004296/genome/MGYG000004296.fna,MGYG000004296.fna.gz
MGYG000004297,MAG,2052693,75,41198,60.1,98.15,0.81,0,0,0,19,GUT_GENOME265265,MGYG000004297,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004297/genome/MGYG000004297.fna,MGYG000004297.fna.gz
MGYG000004298,MAG,2105780,65,49532,48.88,81.72,0.79,0,86.37,0,19,GUT_GENOME265296,MGYG000004298,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004298/genome/MGYG000004298.fna,MGYG000004298.fna.gz
MGYG000004299,MAG,1113187,20,90991,26.65,93.82,0,0,0,0,19,GUT_GENOME265378,MGYG000004299,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004299/genome/MGYG000004299.fna,MGYG000004299.fna.gz
MGYG000004300,MAG,1359220,220,8441,44.9,85.62,0.83,90.76,23.22,0,16,GUT_GENOME265393,MGYG000004300,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp003523255,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004300/genome/MGYG000004300.fna,MGYG000004300.fna.gz
MGYG000004301,MAG,1880337,252,11224,60.07,88.59,2.49,94.12,0,0,19,GUT_GENOME265497,MGYG000004301,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004301/genome/MGYG000004301.fna,MGYG000004301.fna.gz
MGYG000004302,MAG,1784447,23,139650,31.71,98.67,0,0,0,0,18,GUT_GENOME265580,MGYG000004302,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp900547045,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004302/genome/MGYG000004302.fna,MGYG000004302.fna.gz
MGYG000004303,MAG,1641642,48,70377,27,95.51,2.25,0,99.74,99.69,19,GUT_GENOME265610,MGYG000004303,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13868;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004303/genome/MGYG000004303.fna,MGYG000004303.fna.gz
MGYG000004304,MAG,1366914,347,4598,38.05,78.6,0.67,0,0,0,14,GUT_GENOME265665,MGYG000004304,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004304/genome/MGYG000004304.fna,MGYG000004304.fna.gz
MGYG000004305,MAG,1962742,221,17030,60.11,91.48,2.53,0,0,0,18,GUT_GENOME265746,MGYG000004305,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004305/genome/MGYG000004305.fna,MGYG000004305.fna.gz
MGYG000004306,MAG,1556997,105,33364,27.51,76.78,0.23,0,0,0,16,GUT_GENOME265791,MGYG000004306,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004306/genome/MGYG000004306.fna,MGYG000004306.fna.gz
MGYG000004307,MAG,1825503,28,121015,60.34,85.48,0.81,77.31,0,0,19,GUT_GENOME265882,MGYG000004307,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004307/genome/MGYG000004307.fna,MGYG000004307.fna.gz
MGYG000004308,MAG,2055486,66,47692,45.69,97.87,0,92.44,0,0,17,GUT_GENOME265887,MGYG000004308,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp000435615,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004308/genome/MGYG000004308.fna,MGYG000004308.fna.gz
MGYG000004309,MAG,2339352,66,53248,31.26,100,1.12,0,0,35.93,20,GUT_GENOME265968,MGYG000004309,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900542625,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004309/genome/MGYG000004309.fna,MGYG000004309.fna.gz
MGYG000004310,MAG,2112592,46,100436,44.68,90.32,1.61,0,0,0,18,GUT_GENOME265985,MGYG000004310,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004310/genome/MGYG000004310.fna,MGYG000004310.fna.gz
MGYG000004311,MAG,1318149,33,79535,29.43,75.71,0.22,93.28,0,0,17,GUT_GENOME265996,MGYG000004311,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900554635,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004311/genome/MGYG000004311.fna,MGYG000004311.fna.gz
MGYG000004312,MAG,1787155,155,16603,41.05,96.37,2.46,94.12,99.09,55.28,18,GUT_GENOME266038,MGYG000004312,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004312/genome/MGYG000004312.fna,MGYG000004312.fna.gz
MGYG000004313,MAG,1916258,12,226328,42.71,99.66,0,94.96,0,0,19,GUT_GENOME266127,MGYG000004313,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter segnis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004313/genome/MGYG000004313.fna,MGYG000004313.fna.gz
MGYG000004314,MAG,2027678,26,126130,50.33,99.29,0.95,0,0,0,20,GUT_GENOME266130,MGYG000004314,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum timonense,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004314/genome/MGYG000004314.fna,MGYG000004314.fna.gz
MGYG000004315,MAG,953572,73,18976,26.92,80.11,0,0,0,0,18,GUT_GENOME266133,MGYG000004315,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004315/genome/MGYG000004315.fna,MGYG000004315.fna.gz
MGYG000004316,MAG,1849304,91,33575,37.68,98.18,0.18,94.12,0,0,11,GUT_GENOME266139,MGYG000004316,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004316/genome/MGYG000004316.fna,MGYG000004316.fna.gz
MGYG000004317,MAG,2482422,41,79261,36.38,98.66,0.02,0,0,0,15,GUT_GENOME266163,MGYG000004317,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004317/genome/MGYG000004317.fna,MGYG000004317.fna.gz
MGYG000004318,MAG,1236745,17,144413,60.14,75.81,0,0,0,0,16,GUT_GENOME266284,MGYG000004318,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004318/genome/MGYG000004318.fna,MGYG000004318.fna.gz
MGYG000004319,MAG,1434556,21,171108,26.84,76.56,0.22,0,0,0,18,GUT_GENOME266340,MGYG000004319,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004319/genome/MGYG000004319.fna,MGYG000004319.fna.gz
MGYG000004320,MAG,2108709,111,32901,60.02,99.19,0.81,72.27,0,0,20,GUT_GENOME266465,MGYG000004320,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004320/genome/MGYG000004320.fna,MGYG000004320.fna.gz
MGYG000004321,MAG,1789116,34,91200,37.9,96.87,0,0,0,0,14,GUT_GENOME266481,MGYG000004321,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004321/genome/MGYG000004321.fna,MGYG000004321.fna.gz
MGYG000004322,MAG,1235249,21,111458,34.58,86.67,0.34,0,0,10.74,20,GUT_GENOME266552,MGYG000004322,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG14215;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004322/genome/MGYG000004322.fna,MGYG000004322.fna.gz
MGYG000004323,MAG,1939600,22,128845,44.57,97.99,0,0,0,16.58,20,GUT_GENOME266586,MGYG000004323,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004323/genome/MGYG000004323.fna,MGYG000004323.fna.gz
MGYG000004324,MAG,1854884,330,7018,60.32,87.63,2.69,77.31,0,0,18,GUT_GENOME266866,MGYG000004324,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004324/genome/MGYG000004324.fna,MGYG000004324.fna.gz
MGYG000004325,MAG,2029971,156,25088,60.11,97.24,1.3,0,0,0,20,GUT_GENOME266946,MGYG000004325,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004325/genome/MGYG000004325.fna,MGYG000004325.fna.gz
MGYG000004326,MAG,1492100,229,8942,60.35,66.78,3.3,0,0,0,17,GUT_GENOME266986,MGYG000004326,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004326/genome/MGYG000004326.fna,MGYG000004326.fna.gz
MGYG000004327,MAG,1734172,251,9141,54.5,87.95,1.07,0,24.2,0,15,GUT_GENOME267242,MGYG000004327,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004327/genome/MGYG000004327.fna,MGYG000004327.fna.gz
MGYG000004328,MAG,2182439,40,99136,60.19,100,0.81,0,0,0,20,GUT_GENOME267277,MGYG000004328,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000043/MGYG000004328/genome/MGYG000004328.fna,MGYG000004328.fna.gz
